# target=gj3929b eclipse=1 centroid=(61,69) aper_r=4 n=3387
# BJD_TDB    relative_flux
2.460864854711148888e+06 9.997072815895080566e-01
2.460864854777280241e+06 9.997121095657348633e-01
2.460864854843412060e+06 1.001580834388732910e+00
2.460864854909543414e+06 1.001055479049682617e+00
2.460864854975674767e+06 1.001172542572021484e+00
2.460864855041806586e+06 1.000087857246398926e+00
2.460864855107937939e+06 1.000979065895080566e+00
2.460864855174069759e+06 1.000961184501647949e+00
2.460864855240201112e+06 1.000863552093505859e+00
2.460864855306332931e+06 1.001118898391723633e+00
2.460864855372464284e+06 1.000970959663391113e+00
2.460864855438596103e+06 1.001294612884521484e+00
2.460864855504727457e+06 1.000974178314208984e+00
2.460864855570859276e+06 1.000554561614990234e+00
2.460864855636990629e+06 1.000577330589294434e+00
2.460864855703121983e+06 1.001909375190734863e+00
2.460864855769253802e+06 1.001897931098937988e+00
2.460864855835385155e+06 1.001302719116210938e+00
2.460864855901516974e+06 1.000108957290649414e+00
2.460864855967648327e+06 1.001597046852111816e+00
2.460864856033780146e+06 1.000483036041259766e+00
2.460864856099911500e+06 1.001871943473815918e+00
2.460864856166043319e+06 1.001284837722778320e+00
2.460864856232174672e+06 1.001518964767456055e+00
2.460864856298306491e+06 1.000591993331909180e+00
2.460864856364437845e+06 1.000404953956604004e+00
2.460864856430569664e+06 9.998861551284790039e-01
2.460864856496701017e+06 1.001499533653259277e+00
2.460864856562832370e+06 1.001597046852111816e+00
2.460864856628964189e+06 1.001209974288940430e+00
2.460864856695095543e+06 1.000909090042114258e+00
2.460864856761227362e+06 1.001894712448120117e+00
2.460864856827358715e+06 1.001283168792724609e+00
2.460864856893490534e+06 1.000928640365600586e+00
2.460864856959621888e+06 1.000587105751037598e+00
2.460864857025753707e+06 1.000147938728332520e+00
2.460864857091885060e+06 9.995071887969970703e-01
2.460864857158016879e+06 1.001465320587158203e+00
2.460864857224148232e+06 1.000265121459960938e+00
2.460864857290280052e+06 1.000110626220703125e+00
2.460864857356411405e+06 1.000359416007995605e+00
2.460864857422542758e+06 9.997966885566711426e-01
2.460864857488674577e+06 9.990209341049194336e-01
2.460864857554805931e+06 1.000204920768737793e+00
2.460864857620937750e+06 1.001953244209289551e+00
2.460864857687069103e+06 1.001029491424560547e+00
2.460864857753200922e+06 1.000686287879943848e+00
2.460864857819332276e+06 1.000770926475524902e+00
2.460864857885464095e+06 1.001140117645263672e+00
2.460864857951595448e+06 1.002047538757324219e+00
2.460864858017727267e+06 1.001972794532775879e+00
2.460864858083858620e+06 1.000175595283508301e+00
2.460864858149989974e+06 1.000567555427551270e+00
2.460864858216121793e+06 1.001460433006286621e+00
2.460864858282253146e+06 1.000417947769165039e+00
2.460864858348384965e+06 1.000938415527343750e+00
2.460864858414516319e+06 1.000834345817565918e+00
2.460864858480648138e+06 1.001118898391723633e+00
2.460864858546779491e+06 1.002182602882385254e+00
2.460864858612911310e+06 1.001727223396301270e+00
2.460864858679042663e+06 1.001733660697937012e+00
2.460864858745174482e+06 1.001904487609863281e+00
2.460864858811305836e+06 1.000414729118347168e+00
2.460864858877437655e+06 1.000151276588439941e+00
2.460864858943569008e+06 1.001496195793151855e+00
2.460864859009700362e+06 1.000881433486938477e+00
2.460864859075832181e+06 1.001624703407287598e+00
2.460864859141963534e+06 1.000525355339050293e+00
2.460864859208095353e+06 1.000630974769592285e+00
2.460864859274226706e+06 1.001823186874389648e+00
2.460864859340358526e+06 1.000816464424133301e+00
2.460864859406489879e+06 1.000517129898071289e+00
2.460864859472621698e+06 1.001094579696655273e+00
2.460864859538753051e+06 1.000208139419555664e+00
2.460864859604884870e+06 1.002013444900512695e+00
2.460864859671016224e+06 1.000512242317199707e+00
2.460864859737147577e+06 1.001730442047119141e+00
2.460864859803279396e+06 1.001743435859680176e+00
2.460864859869410750e+06 1.000956296920776367e+00
2.460864859935542569e+06 1.002057313919067383e+00
2.460864860001673922e+06 1.001676797866821289e+00
2.460864860067805741e+06 1.000959515571594238e+00
2.460864860133937094e+06 1.000313878059387207e+00
2.460864860200068913e+06 1.000333428382873535e+00
2.460864860266200267e+06 1.001003503799438477e+00
2.460864860332332086e+06 1.001995563507080078e+00
2.460864860398463439e+06 1.002177715301513672e+00
2.460864860464595258e+06 1.000614762306213379e+00
2.460864860530726612e+06 1.001201868057250977e+00
2.460864860596857965e+06 1.001019716262817383e+00
2.460864860662989784e+06 1.001079916954040527e+00
2.460864860729121137e+06 1.002359867095947266e+00
2.460864860795252956e+06 1.002406954765319824e+00
2.460864860861384310e+06 1.001950025558471680e+00
2.460864860927516129e+06 1.000523686408996582e+00
2.460864860993647482e+06 1.001226305961608887e+00
2.460864861059779301e+06 1.000796914100646973e+00
2.460864861125910655e+06 9.999349713325500488e-01
2.460864861192042474e+06 1.003309607505798340e+00
2.460864861258173827e+06 1.000862002372741699e+00
2.460864861324305646e+06 1.001362919807434082e+00
2.460864861390436999e+06 1.000887989997863770e+00
2.460864861456568353e+06 1.000739932060241699e+00
2.460864861522700172e+06 1.001322269439697266e+00
2.460864861588831525e+06 1.001136779785156250e+00
2.460864861654963344e+06 1.001188874244689941e+00
2.460864861721094698e+06 1.000904202461242676e+00
2.460864861787226517e+06 1.001919031143188477e+00
2.460864861853357870e+06 1.001125454902648926e+00
2.460864861919489689e+06 1.004633426666259766e+00
2.460864861985621043e+06 1.000694394111633301e+00
2.460864862051752862e+06 9.996031522750854492e-01
2.460864862117884215e+06 1.000626087188720703e+00
2.460864862184015568e+06 1.001058697700500488e+00
2.460864862250147387e+06 1.001263618469238281e+00
2.460864862316278741e+06 1.001099467277526855e+00
2.460864862382410560e+06 1.001837730407714844e+00
2.460864862448541913e+06 1.000648856163024902e+00
2.460864862514673732e+06 1.001424670219421387e+00
2.460864862580805086e+06 1.002050876617431641e+00
2.460864862646936905e+06 1.001624703407287598e+00
2.460864862713068258e+06 1.000717163085937500e+00
2.460864862779200077e+06 1.002730607986450195e+00
2.460864862845331430e+06 1.001260399818420410e+00
2.460864862911463249e+06 1.002257347106933594e+00
2.460864862977594603e+06 1.002169489860534668e+00
2.460864863043725956e+06 1.001507639884948730e+00
2.460864863109857775e+06 1.000876545906066895e+00
2.460864863175989129e+06 1.002309441566467285e+00
2.460864863242120948e+06 1.000487923622131348e+00
2.460864863308252301e+06 1.000367522239685059e+00
2.460864863374384120e+06 1.001066923141479492e+00
2.460864863440515473e+06 1.001208424568176270e+00
2.460864863506647293e+06 1.001162886619567871e+00
2.460864863572778646e+06 1.000884771347045898e+00
2.460864863638910465e+06 1.002351641654968262e+00
2.460864863705041818e+06 1.001322269439697266e+00
2.460864863771173172e+06 1.002389073371887207e+00
2.460864863837304991e+06 1.001549959182739258e+00
2.460864863903436344e+06 1.002390742301940918e+00
2.460864863969568163e+06 1.001301050186157227e+00
2.460864864035699517e+06 1.000969290733337402e+00
2.460864864101831336e+06 1.001009941101074219e+00
2.460864864167962689e+06 1.001784086227416992e+00
2.460864864234094508e+06 1.000697731971740723e+00
2.460864864300225861e+06 1.000268340110778809e+00
2.460864864366357680e+06 1.001367807388305664e+00
2.460864864432489034e+06 1.000931859016418457e+00
2.460864864498620853e+06 1.001253962516784668e+00
2.460864864564752206e+06 1.001122236251831055e+00
2.460864864630883560e+06 1.000681400299072266e+00
2.460864864697015379e+06 1.002616763114929199e+00
2.460864864763146732e+06 1.001315712928771973e+00
2.460864864829278551e+06 1.002174377441406250e+00
2.460864864895409904e+06 1.001606822013854980e+00
2.460864864961541723e+06 1.001450657844543457e+00
2.460864865027673077e+06 1.001445770263671875e+00
2.460864865093804896e+06 1.002233028411865234e+00
2.460864865159936249e+06 1.000751376152038574e+00
2.460864865226068068e+06 1.001676797866821289e+00
2.460864865292199422e+06 1.000792026519775391e+00
2.460864865358330775e+06 1.001405119895935059e+00
2.460864865424462594e+06 1.001236081123352051e+00
2.460864865490593947e+06 1.002667188644409180e+00
2.460864865556725767e+06 1.001039266586303711e+00
2.460864865622857120e+06 1.002348423004150391e+00
2.460864865688988939e+06 1.001392126083374023e+00
2.460864865755120292e+06 1.002406954765319824e+00
2.460864865821252111e+06 1.001299500465393066e+00
2.460864865887383465e+06 1.000533461570739746e+00
2.460864865953515284e+06 1.001177430152893066e+00
2.460864866019646637e+06 1.002213478088378906e+00
2.460864866085778456e+06 1.001009941101074219e+00
2.460864866151909810e+06 1.000604987144470215e+00
2.460864866218041163e+06 1.000738382339477539e+00
2.460864866284172982e+06 1.000692844390869141e+00
2.460864866350304335e+06 1.000889658927917480e+00
2.460864866416436154e+06 1.001618266105651855e+00
2.460864866482567508e+06 1.001294612884521484e+00
2.460864866548699327e+06 1.001491308212280273e+00
2.460864866614830680e+06 1.000513911247253418e+00
2.460864866680962499e+06 9.991884231567382812e-01
2.460864866747093853e+06 1.000748157501220703e+00
2.460864866813225672e+06 1.001029491424560547e+00
2.460864866879357025e+06 1.000453710556030273e+00
2.460864866945488378e+06 1.001413345336914062e+00
2.460864867011620197e+06 1.000661969184875488e+00
2.460864867077751551e+06 1.002509474754333496e+00
2.460864867143883370e+06 1.001154661178588867e+00
2.460864867210014723e+06 1.000915646553039551e+00
2.460864867276146542e+06 1.000959515571594238e+00
2.460864867342277896e+06 1.001005053520202637e+00
2.460864867408409715e+06 1.001218080520629883e+00
2.460864867474541068e+06 1.001063585281372070e+00
2.460864867540672887e+06 1.001559615135192871e+00
2.460864867606804240e+06 1.001367807388305664e+00
2.460864867672936060e+06 1.001118898391723633e+00
2.460864867739067413e+06 1.000707507133483887e+00
2.460864867805198766e+06 1.001946687698364258e+00
2.460864867871330585e+06 1.001758098602294922e+00
2.460864867937461939e+06 1.001943469047546387e+00
2.460864868003593758e+06 1.001948356628417969e+00
2.460864868069725111e+06 1.002886772155761719e+00
2.460864868135856930e+06 1.002026438713073730e+00
2.460864868201988284e+06 1.002800583839416504e+00
2.460864868268120103e+06 1.000892877578735352e+00
2.460864868334251456e+06 1.000992059707641602e+00
2.460864868400383275e+06 1.001693010330200195e+00
2.460864868466514628e+06 1.001662135124206543e+00
2.460864868532646447e+06 1.000648856163024902e+00
2.460864868598777801e+06 1.001494646072387695e+00
2.460864868664909154e+06 1.001040816307067871e+00
2.460864868731040973e+06 1.002602100372314453e+00
2.460864868797172327e+06 1.001353144645690918e+00
2.460864868863304146e+06 1.000891208648681641e+00
2.460864868929435499e+06 1.000814795494079590e+00
2.460864868995567318e+06 1.000992059707641602e+00
2.460864869061698671e+06 1.000299215316772461e+00
2.460864869127830490e+06 1.001266956329345703e+00
2.460864869193961844e+06 1.001135230064392090e+00
2.460864869260093663e+06 1.001915812492370605e+00
2.460864869326225016e+06 1.001481652259826660e+00
2.460864869392356370e+06 1.001242518424987793e+00
2.460864869458488189e+06 1.000900983810424805e+00
2.460864869524619542e+06 1.001579165458679199e+00
2.460864869590751361e+06 9.996633529663085938e-01
2.460864869656882714e+06 1.001694679260253906e+00
2.460864869723014534e+06 1.003221750259399414e+00
2.460864869789145887e+06 1.000000000000000000e+00
2.460864869855277706e+06 1.000953078269958496e+00
2.460864869921409059e+06 1.001159548759460449e+00
2.460864869987540878e+06 1.001806855201721191e+00
2.460864870053672232e+06 1.000925421714782715e+00
2.460864870119803585e+06 1.000713944435119629e+00
2.460864870185935404e+06 1.001172542572021484e+00
2.460864870252066758e+06 1.000362634658813477e+00
2.460864870318198577e+06 1.000622868537902832e+00
2.460864870384329930e+06 1.002296447753906250e+00
2.460864870450461749e+06 1.001279950141906738e+00
2.460864870516593102e+06 1.002213478088378906e+00
2.460864870582724921e+06 1.001497864723205566e+00
2.460864870648856275e+06 1.002233028411865234e+00
2.460864870714988094e+06 1.001764535903930664e+00
2.460864870781119447e+06 1.001767873764038086e+00
2.460864870847251266e+06 1.001301050186157227e+00
2.460864870913382620e+06 1.001006722450256348e+00
2.460864870979513973e+06 1.001834511756896973e+00
2.460864871045645792e+06 1.000705838203430176e+00
2.460864871111777145e+06 1.002182602882385254e+00
2.460864871177908964e+06 1.002781033515930176e+00
2.460864871244040318e+06 1.002208590507507324e+00
2.460864871310172137e+06 1.002084970474243164e+00
2.460864871376303490e+06 1.000178933143615723e+00
2.460864871442435309e+06 1.001693010330200195e+00
2.460864871508566663e+06 1.001559615135192871e+00
2.460864871574698482e+06 1.000905871391296387e+00
2.460864871640829835e+06 1.000739932060241699e+00
2.460864871706961188e+06 1.000554561614990234e+00
2.460864871773093008e+06 1.001626372337341309e+00
2.460864871839224361e+06 1.000840783119201660e+00
2.460864871905356180e+06 1.001062035560607910e+00
2.460864871971487533e+06 1.001611709594726562e+00
2.460864872037619352e+06 1.002615213394165039e+00
2.460864872103750706e+06 1.000344753265380859e+00
2.460864872169882525e+06 1.000473260879516602e+00
2.460864872236013878e+06 1.001914262771606445e+00
2.460864872302145697e+06 1.000928640365600586e+00
2.460864872368277051e+06 1.002062201499938965e+00
2.460864872434408870e+06 1.001533627510070801e+00
2.460864872500540223e+06 1.001559615135192871e+00
2.460864872566671576e+06 1.001749992370605469e+00
