# target=gj3929b eclipse=4 centroid=(62,68) aper_r=4 n=4617
# BJD_TDB    relative_flux
2.461081881933171768e+06 1.002511739730834961e+00
2.461081881999310572e+06 1.001418471336364746e+00
2.461081882065449841e+06 1.002039551734924316e+00
2.461081882131588645e+06 1.001452445983886719e+00
2.461081882197727449e+06 1.001327872276306152e+00
2.461081882263866253e+06 1.001719236373901367e+00
2.461081882330005523e+06 1.001122474670410156e+00
2.461081882396144327e+06 1.002358078956604004e+00
2.461081882462283131e+06 1.001232385635375977e+00
2.461081882528421935e+06 1.000936508178710938e+00
2.461081882594561204e+06 1.002045989036560059e+00
2.461081882660700008e+06 1.002152681350708008e+00
2.461081882726838812e+06 1.001473426818847656e+00
2.461081882792977616e+06 1.001927852630615234e+00
2.461081882859116886e+06 1.000771522521972656e+00
2.461081882925255690e+06 1.000823259353637695e+00
2.461081882991394494e+06 1.000554800033569336e+00
2.461081883057533298e+06 1.000805497169494629e+00
2.461081883123672102e+06 1.000774741172790527e+00
2.461081883189811371e+06 1.001792073249816895e+00
2.461081883255950175e+06 1.000540256500244141e+00
2.461081883322088979e+06 1.001347303390502930e+00
2.461081883388227783e+06 1.001793622970581055e+00
2.461081883454367053e+06 1.001546263694763184e+00
2.461081883520505857e+06 1.001269578933715820e+00
2.461081883586644661e+06 1.001973152160644531e+00
2.461081883652783465e+06 1.001512289047241211e+00
2.461081883718922734e+06 1.002123594284057617e+00
2.461081883785061538e+06 1.002220630645751953e+00
2.461081883851200342e+06 1.000530481338500977e+00
2.461081883917339146e+06 9.997315406799316406e-01
2.461081883983478416e+06 1.001829266548156738e+00
2.461081884049617220e+06 1.003768444061279297e+00
2.461081884115756024e+06 1.001510620117187500e+00
2.461081884181894828e+06 1.002568364143371582e+00
2.461081884248034097e+06 1.002088069915771484e+00
2.461081884314172901e+06 1.001628637313842773e+00
2.461081884380311705e+06 1.000642061233520508e+00
2.461081884446450509e+06 1.001921415328979492e+00
2.461081884512589779e+06 1.001623868942260742e+00
2.461081884578728583e+06 1.001083612442016602e+00
2.461081884644867387e+06 1.001795291900634766e+00
2.461081884711006191e+06 1.002744674682617188e+00
2.461081884777145460e+06 1.002377510070800781e+00
2.461081884843284264e+06 1.002896666526794434e+00
2.461081884909423068e+06 1.001340746879577637e+00
2.461081884975561872e+06 1.001187205314636230e+00
2.461081885041701142e+06 1.001368284225463867e+00
2.461081885107839946e+06 1.001313328742980957e+00
2.461081885173978750e+06 1.000768303871154785e+00
2.461081885240117554e+06 1.000650167465209961e+00
2.461081885306256823e+06 1.002058863639831543e+00
2.461081885372395627e+06 1.002557039260864258e+00
2.461081885438534431e+06 1.001120805740356445e+00
2.461081885504673235e+06 1.002678394317626953e+00
2.461081885570812039e+06 1.003051996231079102e+00
2.461081885636951309e+06 1.001782298088073730e+00
2.461081885703090113e+06 1.001622200012207031e+00
2.461081885769228917e+06 1.001530051231384277e+00
2.461081885835367721e+06 1.001900434494018555e+00
2.461081885901506990e+06 1.002439022064208984e+00
2.461081885967645794e+06 1.000166535377502441e+00
2.461081886033784598e+06 1.002066969871520996e+00
2.461081886099923402e+06 1.002227067947387695e+00
2.461081886166062672e+06 1.000553131103515625e+00
2.461081886232201476e+06 9.999870657920837402e-01
2.461081886298340280e+06 1.000837802886962891e+00
2.461081886364479084e+06 1.002220630645751953e+00
2.461081886430618353e+06 1.002401828765869141e+00
2.461081886496757157e+06 1.001722455024719238e+00
2.461081886562895961e+06 1.001727342605590820e+00
2.461081886629034765e+06 1.001240491867065430e+00
2.461081886695174035e+06 1.001636743545532227e+00
2.461081886761312839e+06 1.001130580902099609e+00
2.461081886827451643e+06 1.001208186149597168e+00
2.461081886893590447e+06 1.000305652618408203e+00
2.461081886959729716e+06 1.002178549766540527e+00
2.461081887025868520e+06 1.000270128250122070e+00
2.461081887092007324e+06 1.001190423965454102e+00
2.461081887158146128e+06 1.001012444496154785e+00
2.461081887224285398e+06 1.001814723014831543e+00
2.461081887290424202e+06 1.000588774681091309e+00
2.461081887356563006e+06 1.000126123428344727e+00
2.461081887422701810e+06 1.001811504364013672e+00
2.461081887488841079e+06 1.001942515373229980e+00
2.461081887554979883e+06 1.003258943557739258e+00
2.461081887621118687e+06 1.000753641128540039e+00
2.461081887687257491e+06 1.001408696174621582e+00
2.461081887753396761e+06 1.001272916793823242e+00
2.461081887819535565e+06 1.001214623451232910e+00
2.461081887885674369e+06 1.000587105751037598e+00
2.461081887951813173e+06 1.002675175666809082e+00
2.461081888017952442e+06 1.000905752182006836e+00
2.461081888084091246e+06 1.002029776573181152e+00
2.461081888150230050e+06 1.002024888992309570e+00
2.461081888216368854e+06 1.001196861267089844e+00
2.461081888282507658e+06 1.001542925834655762e+00
2.461081888348646928e+06 1.000655055046081543e+00
2.461081888414785732e+06 1.002113938331604004e+00
2.461081888480924536e+06 1.000472307205200195e+00
2.461081888547063340e+06 1.001819491386413574e+00
2.461081888613202609e+06 1.001007676124572754e+00
2.461081888679341413e+06 1.001015663146972656e+00
2.461081888745480217e+06 1.000203847885131836e+00
2.461081888811619021e+06 1.002015233039855957e+00
2.461081888877758291e+06 1.001814723014831543e+00
2.461081888943897095e+06 1.000828146934509277e+00
2.461081889010035899e+06 1.001405477523803711e+00
2.461081889076174702e+06 1.001023769378662109e+00
2.461081889142313972e+06 1.000132679939270020e+00
2.461081889208452776e+06 1.001957058906555176e+00
2.461081889274591580e+06 1.001953840255737305e+00
2.461081889340730384e+06 1.002503633499145508e+00
2.461081889406869654e+06 1.001020550727844238e+00
2.461081889473008458e+06 1.001508951187133789e+00
2.461081889539147262e+06 1.000965595245361328e+00
2.461081889605286065e+06 1.000834584236145020e+00
2.461081889671425335e+06 1.002362966537475586e+00
2.461081889737564139e+06 1.001585006713867188e+00
2.461081889803702943e+06 1.000671267509460449e+00
2.461081889869841747e+06 1.001054525375366211e+00
2.461081889935981017e+06 1.001117587089538574e+00
2.461081890002119821e+06 1.002088069915771484e+00
2.461081890068258625e+06 1.002252936363220215e+00
2.461081890134397428e+06 1.000938057899475098e+00
2.461081890200536698e+06 1.000740766525268555e+00
2.461081890266675502e+06 1.002223849296569824e+00
2.461081890332814306e+06 1.001541376113891602e+00
2.461081890398953110e+06 1.001269578933715820e+00
2.461081890465091914e+06 1.003050327301025391e+00
2.461081890531231184e+06 1.000781178474426270e+00
2.461081890597369988e+06 1.001598000526428223e+00
2.461081890663508791e+06 1.001308441162109375e+00
2.461081890729647595e+06 1.000651836395263672e+00
2.461081890795786865e+06 1.000989794731140137e+00
2.461081890861925669e+06 1.000637292861938477e+00
2.461081890928064473e+06 1.000564455986022949e+00
2.461081890994203277e+06 1.001229166984558105e+00
2.461081891060342547e+06 1.001125693321228027e+00
2.461081891126481351e+06 1.002125263214111328e+00
2.461081891192620154e+06 1.001025438308715820e+00
2.461081891258758958e+06 1.000816822052001953e+00
2.461081891324898228e+06 1.000561237335205078e+00
2.461081891391037032e+06 1.001483082771301270e+00
2.461081891457175836e+06 1.002295017242431641e+00
2.461081891523314640e+06 1.001695036888122559e+00
2.461081891589453910e+06 1.000789284706115723e+00
2.461081891655592714e+06 1.000585436820983887e+00
2.461081891721731517e+06 1.000543475151062012e+00
2.461081891787870321e+06 1.001356959342956543e+00
2.461081891854009591e+06 1.000939726829528809e+00
2.461081891920148395e+06 1.001219511032104492e+00
2.461081891986287199e+06 1.000672817230224609e+00
2.461081892052426003e+06 9.996166825294494629e-01
2.461081892118565273e+06 1.001048088073730469e+00
2.461081892184704076e+06 1.000808715820312500e+00
2.461081892250842880e+06 1.001914978027343750e+00
2.461081892316981684e+06 1.000481963157653809e+00
2.461081892383120954e+06 1.001243710517883301e+00
2.461081892449259758e+06 1.001091718673706055e+00
2.461081892515398562e+06 1.001465320587158203e+00
2.461081892581537366e+06 1.000795722007751465e+00
2.461081892647676636e+06 1.001834154129028320e+00
2.461081892713815439e+06 1.000570893287658691e+00
2.461081892779954243e+06 1.000228047370910645e+00
2.461081892846093047e+06 1.000493288040161133e+00
2.461081892912232317e+06 1.002013683319091797e+00
2.461081892978371121e+06 1.006086111068725586e+00
2.461081893044509925e+06 1.001149892807006836e+00
2.461081893110648729e+06 1.000808715820312500e+00
2.461081893176787533e+06 1.001017332077026367e+00
2.461081893242926802e+06 1.001753211021423340e+00
2.461081893309065606e+06 1.001345634460449219e+00
2.461081893375204410e+06 1.001940846443176270e+00
2.461081893441343214e+06 1.001253485679626465e+00
2.461081893507482484e+06 1.001009225845336914e+00
2.461081893573621288e+06 1.001344084739685059e+00
2.461081893639760092e+06 1.001127362251281738e+00
2.461081893705898896e+06 1.001031875610351562e+00
2.461081893772038165e+06 1.002240061759948730e+00
2.461081893838176969e+06 1.001046419143676758e+00
2.461081893904315773e+06 1.001057744026184082e+00
2.461081893970454577e+06 1.000769853591918945e+00
2.461081894036593847e+06 1.001523613929748535e+00
2.461081894102732651e+06 1.002443790435791016e+00
2.461081894168871455e+06 1.000048518180847168e+00
2.461081894235010259e+06 1.000545024871826172e+00
2.461081894301149528e+06 1.000685811042785645e+00
2.461081894367288332e+06 1.000732660293579102e+00
2.461081894433427136e+06 1.002020120620727539e+00
2.461081894499565940e+06 1.001117587089538574e+00
2.461081894565705210e+06 1.002337098121643066e+00
2.461081894631844014e+06 1.001889109611511230e+00
2.461081894697982818e+06 1.000308871269226074e+00
2.461081894764121622e+06 1.000653386116027832e+00
2.461081894830260891e+06 1.001214623451232910e+00
2.461081894896399695e+06 1.000325083732604980e+00
2.461081894962538499e+06 1.000300884246826172e+00
2.461081895028677303e+06 1.001190423965454102e+00
2.461081895094816573e+06 1.000139117240905762e+00
2.461081895160955377e+06 1.001777529716491699e+00
2.461081895227094181e+06 1.001903653144836426e+00
2.461081895293232985e+06 1.001415252685546875e+00
2.461081895359372254e+06 1.001083612442016602e+00
2.461081895425511058e+06 1.001036763191223145e+00
2.461081895491649862e+06 1.000630736351013184e+00
2.461081895557788666e+06 1.001259922981262207e+00
2.461081895623927470e+06 1.001788854598999023e+00
2.461081895690066740e+06 1.000454425811767578e+00
2.461081895756205544e+06 1.000963926315307617e+00
2.461081895822344348e+06 1.000459313392639160e+00
2.461081895888483152e+06 1.000071167945861816e+00
2.461081895954622421e+06 1.001906871795654297e+00
2.461081896020761225e+06 1.001761317253112793e+00
2.461081896086900029e+06 1.001567244529724121e+00
2.461081896153038833e+06 1.001897215843200684e+00
2.461081896219178103e+06 1.001685261726379395e+00
2.461081896285316907e+06 1.001245379447937012e+00
2.461081896351455711e+06 1.000997900962829590e+00
2.461081896417594515e+06 1.001874566078186035e+00
2.461081896483733784e+06 1.000884652137756348e+00
2.461081896549872588e+06 1.000022649765014648e+00
2.461081896616011392e+06 1.001392602920532227e+00
2.461081896682150196e+06 1.000831365585327148e+00
2.461081896748289466e+06 1.000824809074401855e+00
2.461081896814428270e+06 1.000960707664489746e+00
2.461081896880567074e+06 9.999401569366455078e-01
2.461081896946705878e+06 1.001863241195678711e+00
2.461081897012845147e+06 1.001678824424743652e+00
2.461081897078983951e+06 1.000603318214416504e+00
2.461081897145122755e+06 1.000968813896179199e+00
2.461081897211261559e+06 1.000706791877746582e+00
2.461081897277400829e+06 1.001130580902099609e+00
2.461081897343539633e+06 9.991023540496826172e-01
2.461081897409678437e+06 9.997331500053405762e-01
2.461081897475817241e+06 1.000635623931884766e+00
2.461081897541956510e+06 1.000807046890258789e+00
2.461081897608095314e+06 1.000756978988647461e+00
2.461081897674234118e+06 1.001732230186462402e+00
2.461081897740372922e+06 1.001363396644592285e+00
2.461081897806512192e+06 1.001662611961364746e+00
2.461081897872650996e+06 9.999611973762512207e-01
2.461081897938789800e+06 1.001410365104675293e+00
2.461081898004928604e+06 9.999902844429016113e-01
2.461081898071067408e+06 1.001284241676330566e+00
2.461081898137206677e+06 1.000561237335205078e+00
2.461081898203345481e+06 1.000614643096923828e+00
2.461081898269484285e+06 1.001253485679626465e+00
2.461081898335623089e+06 9.993951320648193359e-01
2.461081898401762359e+06 1.000629186630249023e+00
2.461081898467901163e+06 1.000813484191894531e+00
2.461081898534039967e+06 1.001104712486267090e+00
2.461081898600178771e+06 1.000234484672546387e+00
2.461081898666318040e+06 1.001806616783142090e+00
2.461081898732456844e+06 1.001028656959533691e+00
2.461081898798595648e+06 1.000826478004455566e+00
2.461081898864734452e+06 1.001143455505371094e+00
2.461081898930873722e+06 1.001530051231384277e+00
2.461081898997012526e+06 1.001182317733764648e+00
2.461081899063151330e+06 1.000836133956909180e+00
2.461081899129290134e+06 1.001167774200439453e+00
2.461081899195429403e+06 1.000854015350341797e+00
2.461081899261568207e+06 1.000391364097595215e+00
2.461081899327707011e+06 1.000274896621704102e+00
2.461081899393845815e+06 1.001610875129699707e+00
2.461081899459985085e+06 1.000655055046081543e+00
2.461081899526123889e+06 1.001889109611511230e+00
2.461081899592262693e+06 1.001555919647216797e+00
2.461081899658401497e+06 1.000305652618408203e+00
2.461081899724540766e+06 1.000622630119323730e+00
2.461081899790679570e+06 9.998252987861633301e-01
2.461081899856818374e+06 1.001415252685546875e+00
2.461081899922957178e+06 1.000481963157653809e+00
2.461081899989096448e+06 9.995956420898437500e-01
2.461081900055235252e+06 1.001402258872985840e+00
2.461081900121374056e+06 1.001407146453857422e+00
2.461081900187512860e+06 1.001952171325683594e+00
2.461081900253652129e+06 1.002481102943420410e+00
2.461081900319790933e+06 1.000994682312011719e+00
2.461081900385929737e+06 1.000630736351013184e+00
2.461081900452068541e+06 1.000818371772766113e+00
2.461081900518207811e+06 1.001014113426208496e+00
2.461081900584346615e+06 1.001302003860473633e+00
2.461081900650485419e+06 1.000768303871154785e+00
2.461081900716624223e+06 1.000650167465209961e+00
2.461081900782763027e+06 1.001991033554077148e+00
2.461081900848902296e+06 1.000642061233520508e+00
2.461081900915041100e+06 1.001344084739685059e+00
2.461081900981179904e+06 1.000428557395935059e+00
2.461081901047318708e+06 1.000981688499450684e+00
2.461081901113457978e+06 1.000614643096923828e+00
2.461081901179596782e+06 1.000939726829528809e+00
2.461081901245735586e+06 1.000881433486938477e+00
2.461081901311874390e+06 1.001041531562805176e+00
2.461081901378013659e+06 1.000876665115356445e+00
2.461081901444152463e+06 1.000871777534484863e+00
2.461081901510291267e+06 1.000965595245361328e+00
2.461081901576430071e+06 1.001564025878906250e+00
2.461081901642569341e+06 1.001062631607055664e+00
2.461081901708708145e+06 1.000616192817687988e+00
2.461081901774846949e+06 1.001618981361389160e+00
2.461081901840985753e+06 1.001462101936340332e+00
2.461081901907125022e+06 1.000625967979431152e+00
2.461081901973263826e+06 1.000929951667785645e+00
2.461081902039402630e+06 1.000894427299499512e+00
2.461081902105541434e+06 1.000689029693603516e+00
2.461081902171680704e+06 1.000650167465209961e+00
2.461081902237819508e+06 9.998722076416015625e-01
2.461081902303958312e+06 1.001229166984558105e+00
2.461081902370097116e+06 1.000815153121948242e+00
2.461081902436236385e+06 1.002133369445800781e+00
2.461081902502375189e+06 1.001431345939636230e+00
2.461081902568513993e+06 1.001421689987182617e+00
2.461081902634652797e+06 1.000156879425048828e+00
2.461081902700792067e+06 1.000242590904235840e+00
2.461081902766930871e+06 9.994662404060363770e-01
2.461081902833069675e+06 1.000800609588623047e+00
2.461081902899208479e+06 1.000729441642761230e+00
2.461081902965347283e+06 1.000697135925292969e+00
2.461081903031486552e+06 1.000777959823608398e+00
2.461081903097625356e+06 1.000910520553588867e+00
2.461081903163764160e+06 1.001206517219543457e+00
2.461081903229902964e+06 1.001871347427368164e+00
2.461081903296042234e+06 1.001082062721252441e+00
2.461081903362181038e+06 1.001581788063049316e+00
2.461081903428319842e+06 1.001104712486267090e+00
2.461081903494458646e+06 1.000011324882507324e+00
2.461081903560597915e+06 1.000818371772766113e+00
2.461081903626736719e+06 1.001141905784606934e+00
2.461081903692875523e+06 1.000993013381958008e+00
2.461081903759014327e+06 1.000558018684387207e+00
2.461081903825153597e+06 1.000118017196655273e+00
2.461081903891292401e+06 1.000595211982727051e+00
2.461081903957431205e+06 1.001059412956237793e+00
2.461081904023570009e+06 9.999838471412658691e-01
2.461081904089709278e+06 1.000661492347717285e+00
2.461081904155848082e+06 1.001263141632080078e+00
2.461081904221986886e+06 1.001130580902099609e+00
2.461081904288125690e+06 9.987061023712158203e-01
2.461081904354264960e+06 1.000630736351013184e+00
2.461081904420403764e+06 1.000865340232849121e+00
2.461081904486542568e+06 1.000710010528564453e+00
2.461081904552681372e+06 9.997493028640747070e-01
2.461081904618820641e+06 1.000818371772766113e+00
2.461081904684959445e+06 1.001271247863769531e+00
2.461081904751098249e+06 9.997751712799072266e-01
2.461081904817237053e+06 1.001347303390502930e+00
2.461081904883376323e+06 1.000456094741821289e+00
2.461081904949515127e+06 1.001339197158813477e+00
2.461081905015653931e+06 1.000700354576110840e+00
2.461081905081792735e+06 1.000207066535949707e+00
2.461081905147932004e+06 1.000148773193359375e+00
2.461081905214070808e+06 1.001691818237304688e+00
2.461081905280209612e+06 1.000375270843505859e+00
2.461081905346348416e+06 1.000498175621032715e+00
2.461081905412487220e+06 1.001411914825439453e+00
2.461081905478626490e+06 1.001462101936340332e+00
2.461081905544765294e+06 1.000771522521972656e+00
2.461081905610904098e+06 1.000781178474426270e+00
2.461081905677042902e+06 1.001444339752197266e+00
2.461081905743182171e+06 1.000740766525268555e+00
2.461081905809320975e+06 1.000519156455993652e+00
2.461081905875459779e+06 1.001248598098754883e+00
2.461081905941598583e+06 1.001209735870361328e+00
2.461081906007737853e+06 1.001863241195678711e+00
2.461081906073876657e+06 9.997331500053405762e-01
2.461081906140015461e+06 1.001686930656433105e+00
2.461081906206154265e+06 1.000502943992614746e+00
2.461081906272293534e+06 1.001688480377197266e+00
2.461081906338432338e+06 1.001250267028808594e+00
2.461081906404571142e+06 1.001082062721252441e+00
2.461081906470709946e+06 9.996361136436462402e-01
2.461081906536849216e+06 1.000939726829528809e+00
2.461081906602988020e+06 1.001268029212951660e+00
2.461081906669126824e+06 1.000520825386047363e+00
2.461081906735265628e+06 9.993611574172973633e-01
2.461081906801404897e+06 1.000711679458618164e+00
2.461081906867543701e+06 1.002086400985717773e+00
2.461081906933682505e+06 1.001961827278137207e+00
2.461081906999821309e+06 1.000108361244201660e+00
2.461081907065960579e+06 1.000475525856018066e+00
2.461081907132099383e+06 1.001227617263793945e+00
2.461081907198238187e+06 1.000942945480346680e+00
2.461081907264376990e+06 1.000887989997863770e+00
2.461081907330516260e+06 1.000019431114196777e+00
2.461081907396655064e+06 1.000108361244201660e+00
2.461081907462793868e+06 9.994339346885681152e-01
2.461081907528932672e+06 9.999676346778869629e-01
2.461081907595071942e+06 1.001310110092163086e+00
2.461081907661210746e+06 1.000308871269226074e+00
2.461081907727349550e+06 1.001311659812927246e+00
2.461081907793488353e+06 1.000577449798583984e+00
2.461081907859627157e+06 1.001140236854553223e+00
2.461081907925766427e+06 1.001305222511291504e+00
2.461081907991905231e+06 1.001012444496154785e+00
2.461081908058044035e+06 1.001009225845336914e+00
2.461081908124182839e+06 1.001319766044616699e+00
2.461081908190322109e+06 1.000947833061218262e+00
2.461081908256460913e+06 1.000679254531860352e+00
2.461081908322599716e+06 1.000640511512756348e+00
2.461081908388738520e+06 1.000786066055297852e+00
2.461081908454877790e+06 1.000404357910156250e+00
2.461081908521016594e+06 1.000535368919372559e+00
2.461081908587155398e+06 1.000378489494323730e+00
2.461081908653294202e+06 1.000663161277770996e+00
2.461081908719433472e+06 1.000418901443481445e+00
2.461081908785572276e+06 1.000820040702819824e+00
2.461081908851711079e+06 1.000701904296875000e+00
2.461081908917849883e+06 1.000876665115356445e+00
2.461081908983989153e+06 1.000972032546997070e+00
2.461081909050127957e+06 1.000418901443481445e+00
2.461081909116266761e+06 1.000525593757629395e+00
2.461081909182405565e+06 1.000289559364318848e+00
2.461081909248544835e+06 1.002092838287353516e+00
2.461081909314683639e+06 1.001497626304626465e+00
2.461081909380822442e+06 1.001038312911987305e+00
2.461081909446961246e+06 9.995827078819274902e-01
2.461081909513100516e+06 1.001389265060424805e+00
2.461081909579239320e+06 1.000816822052001953e+00
2.461081909645378124e+06 1.000244259834289551e+00
2.461081909711516928e+06 1.000700354576110840e+00
2.461081909777656198e+06 1.000991463661193848e+00
2.461081909843795002e+06 1.000286221504211426e+00
2.461081909909933805e+06 1.000436663627624512e+00
2.461081909976072609e+06 1.001376390457153320e+00
2.461081910042211879e+06 1.000936508178710938e+00
2.461081910108350683e+06 1.000344514846801758e+00
2.461081910174489487e+06 1.001056194305419922e+00
2.461081910240628291e+06 1.000122904777526855e+00
2.461081910306767561e+06 1.000415682792663574e+00
2.461081910372906365e+06 1.002558708190917969e+00
2.461081910439045168e+06 9.999563097953796387e-01
2.461081910505183972e+06 1.000609755516052246e+00
2.461081910571322776e+06 1.000562787055969238e+00
2.461081910637462046e+06 1.001421689987182617e+00
2.461081910703600850e+06 1.001125693321228027e+00
2.461081910769739654e+06 1.000370383262634277e+00
2.461081910835878458e+06 1.000339627265930176e+00
2.461081910902017727e+06 9.999854564666748047e-01
2.461081910968156531e+06 1.000465750694274902e+00
2.461081911034295335e+06 1.000900864601135254e+00
2.461081911100434139e+06 1.000179529190063477e+00
2.461081911166573409e+06 1.000338077545166016e+00
2.461081911232712213e+06 1.001402258872985840e+00
2.461081911298851017e+06 1.000994682312011719e+00
2.461081911364989821e+06 1.000504612922668457e+00
2.461081911431129090e+06 1.001402258872985840e+00
2.461081911497267894e+06 1.001116037368774414e+00
2.461081911563406698e+06 1.000899314880371094e+00
2.461081911629545502e+06 1.000726222991943359e+00
2.461081911695684772e+06 1.000776290893554688e+00
2.461081911761823576e+06 1.000899314880371094e+00
2.461081911827962380e+06 1.000669598579406738e+00
2.461081911894101184e+06 1.003343105316162109e+00
2.461081911960240453e+06 1.000690579414367676e+00
2.461081912026379257e+06 9.995989203453063965e-01
2.461081912092518061e+06 1.001122474670410156e+00
2.461081912158656865e+06 1.001269578933715820e+00
2.461081912224796135e+06 1.000208616256713867e+00
2.461081912290934939e+06 1.000401139259338379e+00
2.461081912357073743e+06 1.001268029212951660e+00
2.461081912423212547e+06 1.000606536865234375e+00
2.461081912489351816e+06 1.000818371772766113e+00
2.461081912555490620e+06 1.001019001007080078e+00
2.461081912621629424e+06 1.001077175140380859e+00
2.461081912687768228e+06 1.000200510025024414e+00
2.461081912753907032e+06 1.000669598579406738e+00
2.461081912820046302e+06 1.000917077064514160e+00
